Photodiode Current (A),Temperature (C)
8.1238e-07,-269.653744493392
7.7707e-07,-269.65696035242286
8.0585e-07,-269.7263436123348
7.733e-07,-269.57325991189424
8.1019e-07,-269.70427312775325
7.8115e-07,-269.5764757709251
8.02e-07,-269.70612334801757
7.8555e-07,-269.6141850220264
7.9972e-07,-269.63947136563877
7.8416e-07,-269.6174008810572
8.0654e-07,-269.57766519823787
7.9063e-07,-269.5094273127753
8.2227e-07,-269.5925991189427
7.9321e-07,-269.46876651982376
8.1978e-07,-269.60938325991185
8.0121e-07,-269.4484581497797
8.2595e-07,-269.5941850220264
8.1182e-07,-269.46607929515415
8.2258e-07,-269.5906607929515
8.0834e-07,-269.48828193832594
